,SCINAME,COMNAME,SVSPP,CRUISE6,CRUISE,STRATUM,TOW,STATION,STATUS_CODE,ID,STATYPE,HAUL,GEARCOND,SHG,TYPE_CODE,TYPE_COMMENT,OPERATION_CODE,OPERATION_COMMENT,GEAR_CODE,GEAR_COMMENT,ACQUISITION_CODE,ACQUISITION_COMMENT,TOGA,AREA,SVVESSEL,CRUNUM,SVGEAR,BEGIN_EST_TOWDATE,BEING_EST_TOWDATE,BEGIN_GMT_TOWDATE,BEGIN_GMT_TOWDATE_1,EST_YEAR,EST_MONTH,EST_DAY,EST_JULIAN_DAY,EST_TIME,GMT_YEAR,GMT_MONTH,GMT_DAY,GMT_JULIAN_DAY,GMT_TIME,TOWDUR,SETDEPTH,ENDDEPTH,MINDEPTH,MAXDEPTH,AVGDEPTH,BEGEKVLOG,ENDEKVLOG,BEGLAT,BEGLON,ENDLAT,ENDLON,DECDEG_BEGLAT,DECDEG_BEGLON,DECDEG_ENDLAT,DECDEG_ENDLON,LORS1,LORE1,LORS2,LORE2,CABLE,PITCH,HEADING,COURSE,RPM,DOPDISTB,DOPDISTW,DESSPEED,GEARID,DOORID,OTHGEAR,AIRTEMP,CLOUD,BAROPRESS,WINDDIR,WINDSP,WEATHER,WAVEHGT,SWELLDIR,SWELLHGT,BKTTEMP,TRASHAMT,TRASHSHL,TRASHBIO,TRASHSUB,XBT,SURFTEMP,SURFSALIN,BOTTEMP,BOTSALIN,FULD,NO_DETAIL_SVSPP,BOTSPEED,WATCH_CHIEF_COMMENTS,STATION_COMMENTS,HABITAT_COMMENTS,EXPCATCHNUM,EXPCATCHWT,SCIENTIFIC_NAME
1071,CYNOSCION REGALIS,WEAKFISH,145,202304.0,202304.0,01090,3.0,265.0,10.0,202304010900030265,1.0,3.0,6.0,136.0,1.0,"RANDOM, within 1nm radius",2.0,"HGTmean outsde opt, within tol",2.0,Obstruction in/on gear not significant,1.0,No Data Acq. Errors,1221.0,537.0,HB,4.0,10.0,10/30/2023 21:48:42,10/30/2023 22:08:46,10/31/2023 02:48:42,10/31/2023 03:08:46,2023.0,10.0,30.0,2460248.0,21:48:42,2023.0,10.0,31.0,2460249.0,02:48:42,20.06,36.0,35.0,35.0,38.0,37.0,,,4108.72,7025.21,4109.42,7026.15,41.145333,-70.420167,41.157,-70.435833, , , , ,,,319.9,318.0,,1.139,,, , , ,,,,336.3,14.1,,,,,,,,,, ,15.55,31.357,15.56,31.436,,,3.4,,,,1.0,0.42,Cynoscion regalis (weakfish)
1072,CYNOSCION REGALIS,WEAKFISH,145,202304.0,202304.0,03460,1.0,268.0,10.0,202304034600010268,1.0,1.0,1.0,111.0,1.0,"RANDOM, within 1nm radius",2.0,"DSmean outside opt, within tol; WSmean outside opt, within tol",1.0,No damage/malfunction,1.0,No Data Acq. Errors,1211.0,537.0,HB,4.0,10.0,10/31/2023 04:16:21,10/31/2023 04:36:22,10/31/2023 09:16:21,10/31/2023 09:36:22,2023.0,10.0,31.0,2460249.0,04:16:21,2023.0,10.0,31.0,2460249.0,09:16:21,20.03,23.0,24.0,23.0,25.0,24.0,,,4103.2,7007.18,4103.82,7008.27,41.053333,-70.119667,41.063667,-70.137833, , , , ,,,326.2,295.0,,1.17,,, , , ,,,,351.4,17.9,,,,,,,,,, ,15.33,31.184,15.36,31.186,,,3.5,,,,7.0,3.24,Cynoscion regalis (weakfish)
1073,CYNOSCION REGALIS,WEAKFISH,145,202304.0,202304.0,01090,5.0,273.0,10.0,202304010900050273,1.0,1.0,1.0,111.0,1.0,"RANDOM, within 1nm radius",2.0,"HGTmean outsde opt, within tol",1.0,No damage/malfunction,2.0,Event Button Press Multiple x,1212.0,526.0,HB,4.0,10.0,10/31/2023 20:25:21,10/31/2023 20:45:22,11/01/2023 01:25:21,11/01/2023 01:45:22,2023.0,10.0,31.0,2460249.0,20:25:21,2023.0,11.0,1.0,2460250.0,01:25:21,20.02,38.0,36.0,36.0,38.0,37.0,,,4049.97,6946.73,4049.02,6946.48,40.832833,-69.778833,40.817,-69.774667, , , , ,,,177.0,173.0,,1.026,,, , , ,,,,47.0,15.6,,,,,,,,,, ,14.47,31.298,14.49,31.302,,,3.1,,First haul back clicked prematurely.,,1.0,0.41,Cynoscion regalis (weakfish)
1074,CYNOSCION REGALIS,WEAKFISH,145,202304.0,202304.0,01090,1.0,274.0,10.0,202304010900010274,1.0,2.0,1.0,121.0,1.0,"RANDOM, within 1nm radius",3.0,"Tow Duration 16.00 - 17.99min; HGTmean outsde opt, within tol",1.0,No damage/malfunction,1.0,No Data Acq. Errors,1311.0,526.0,HB,4.0,10.0,10/31/2023 23:43:55,11/01/2023 00:01:19,11/01/2023 04:43:55,11/01/2023 05:01:19,2023.0,10.0,31.0,2460249.0,23:43:55,2023.0,11.0,1.0,2460250.0,04:43:55,17.41,48.0,49.0,48.0,50.0,49.0,,,4045.96,6927.57,4045.23,6926.96,40.766,-69.4595,40.753833,-69.449333, , , , ,,,167.8,142.0,,0.974,,, , , ,,,,29.6,20.1,,,,,,,,,, ,13.36,31.647,13.29,31.673,,,3.4,,haul back early to avoid killah sand wave,,1.0,0.38,Cynoscion regalis (weakfish)
1080,CYTTOPSIS ROSEA,RED DORY,899,202304.0,202304.0,01720,2.0,42.0,10.0,202304017200020042,1.0,1.0,1.0,111.0,1.0,"RANDOM, within 1nm radius",2.0,"DSmean outside opt, within tol; HGTmean outsde opt, within tol",1.0,No damage/malfunction,1.0,No Data Acq. Errors,1211.0,626.0,HB,4.0,10.0,09/13/2023 09:52:00,09/13/2023 10:12:04,09/13/2023 14:52:00,09/13/2023 15:12:04,2023.0,9.0,13.0,2460201.0,09:52:00,2023.0,9.0,13.0,2460201.0,14:52:00,20.07,283.0,278.0,277.0,283.0,280.0,,,3737.92,7414.3,3737.09,7415.0,37.632,-74.238333,37.618167,-74.25, , , , ,,,245.4,241.0,,1.132,,, , , ,,,,306.0,0.2,,,,,,,,,, ,,,,,,,3.4,,,,8.0,0.172,Cyttopsis rosea (red dory)
1081,CYTTOPSIS ROSEA,RED DORY,899,202304.0,202304.0,01680,2.0,58.0,10.0,202304016800020058,1.0,1.0,1.0,111.0,1.0,"RANDOM, within 1nm radius",1.0,GOOD PERFORMANCE,1.0,No damage/malfunction,1.0,No Data Acq. Errors,1111.0,626.0,HB,4.0,10.0,09/17/2023 02:14:36,09/17/2023 02:34:35,09/17/2023 07:14:36,09/17/2023 07:34:35,2023.0,9.0,17.0,2460205.0,02:14:36,2023.0,9.0,17.0,2460205.0,07:14:36,19.98,247.0,240.0,238.0,248.0,240.0,,,3712.22,7431.33,3713.18,7431.05,37.203667,-74.522167,37.219667,-74.5175, , , , ,,,13.6,11.0,,1.053,,, , , ,,,,214.4,13.5,,,,,,,,,, ,25.5,34.424,10.68,35.366,,,3.2,,,,2.0,0.041,Cyttopsis rosea (red dory)
1082,CYTTOPSIS ROSEA,RED DORY,899,202304.0,202304.0,01640,3.0,72.0,10.0,202304016400030072,1.0,1.0,1.0,111.0,1.0,"RANDOM, offshore continental shelf",3.0,"< 75% of Tow in Stratum; DSmean outside opt, within tol; HGTmean outsde opt, within tol",1.0,No damage/malfunction,1.0,No Data Acq. Errors,1311.0,632.0,HB,4.0,10.0,09/18/2023 10:30:48,09/18/2023 10:50:46,09/18/2023 15:30:48,09/18/2023 15:50:46,2023.0,9.0,18.0,2460206.0,10:30:48,2023.0,9.0,18.0,2460206.0,15:30:48,19.97,280.0,285.0,279.0,286.0,282.0,,,3604.95,7446.79,3603.96,7446.66,36.0825,-74.779833,36.066,-74.777667, , , , ,,,184.5,182.0,,1.07,,, , , ,,,,256.5,12.1,,,,,,,,,, ,24.54,32.83,10.49,35.369,,,3.2,,,,3.0,0.081,Cyttopsis rosea (red dory)
1083,CYTTOPSIS ROSEA,RED DORY,899,202304.0,202304.0,01080,2.0,185.0,10.0,202304010800020185,1.0,1.0,1.0,111.0,1.0,"RANDOM,outside 1nm within 3nm",3.0,"DS StdDev High; HGTmean outsde opt, within tol",1.0,No damage/malfunction,1.0,No Data Acq. Errors,1311.0,537.0,HB,4.0,10.0,10/12/2023 05:14:19,10/12/2023 05:34:22,10/12/2023 10:14:19,10/12/2023 10:34:22,2023.0,10.0,12.0,2460230.0,05:14:19,2023.0,10.0,12.0,2460230.0,10:14:19,20.05,272.0,271.0,269.0,276.0,271.0,,,4000.62,7053.73,4000.65,7052.46,40.010333,-70.8955,40.010833,-70.874333, , , , ,,,88.5,83.0,,1.001,,, , , ,,,,108.7,3.1,,,,,,,,,, ,16.31,32.497,10.01,35.279,,,3.0,"moved to 3 mile ring due to gear in the area, approx. 50% of tow will be outside 3 mile range but within the depth target range of deep water protocol",stream hit 2min late; added 68 more meters of wire,,1.0,0.03,Cyttopsis rosea (red dory)
1084,CYTTOPSIS ROSEA,RED DORY,899,202304.0,202304.0,01120,2.0,196.0,10.0,202304011200020196,1.0,1.0,1.0,111.0,1.0,"RANDOM, within 1nm radius",2.0,"HGTmean outsde opt, within tol",1.0,No damage/malfunction,1.0,No Data Acq. Errors,1211.0,526.0,HB,4.0,10.0,10/13/2023 08:39:08,10/13/2023 08:59:06,10/13/2023 13:39:08,10/13/2023 13:59:06,2023.0,10.0,13.0,2460231.0,08:39:08,2023.0,10.0,13.0,2460231.0,13:39:08,19.97,328.0,338.0,322.0,338.0,327.0,,,3954.97,6949.63,3955.18,6950.88,39.916167,-69.827167,39.919667,-69.848, , , , ,,,298.8,283.0,,1.063,,, , , ,,,,10.6,15.6,,,,,,,,,, ,16.35,32.678,6.74,35.033,,,3.2,,,,1.0,0.042,Cyttopsis rosea (red dory)
1085,DACTYLOPTERUS VOLITANS,FLYING GURNARD,175,202304.0,202304.0,03230,2.0,118.0,10.0,202304032300020118,1.0,1.0,1.0,111.0,1.0,"RANDOM, within 1nm radius",1.0,GOOD PERFORMANCE,1.0,No damage/malfunction,1.0,No Data Acq. Errors,1111.0,614.0,HB,4.0,10.0,09/25/2023 01:10:16,09/25/2023 01:30:18,09/25/2023 06:10:16,09/25/2023 06:30:18,2023.0,9.0,25.0,2460213.0,01:10:16,2023.0,9.0,25.0,2460213.0,06:10:16,20.02,21.0,21.0,20.0,23.0,22.0,,,3910.45,7428.62,3909.84,7427.66,39.174167,-74.477,39.164,-74.461, , , , ,,,111.0,114.0,,1.121,,, , , ,,,,248.2,7.6,,,,,,,,,, ,20.68,30.518,20.54,30.9,,,3.4,,,,1.0,0.008,Dactylopterus volitans (flying gurnard)
1087,DASYATIS CENTROURA,ROUGHTAIL STINGRAY,4,202304.0,202304.0,01690,2.0,39.0,10.0,202304016900020039,1.0,1.0,1.0,111.0,1.0,"RANDOM, within 1nm radius",1.0,GOOD PERFORMANCE,1.0,No damage/malfunction,1.0,No Data Acq. Errors,1111.0,626.0,HB,4.0,10.0,09/13/2023 01:52:17,09/13/2023 02:12:15,09/13/2023 06:52:17,09/13/2023 07:12:15,2023.0,9.0,13.0,2460201.0,01:52:17,2023.0,9.0,13.0,2460201.0,06:52:17,19.97,47.0,49.0,47.0,50.0,48.0,,,3755.45,7434.98,3755.42,7433.74,37.924167,-74.583,37.923667,-74.562333, , , , ,,,83.4,89.0,,1.005,,, , , ,,,,181.2,14.6,,,,,,,,,, ,25.63,31.208,12.74,32.627,,,3.0,,pressed haulback 2-3 sec early byaccident,,1.0,85.0,Dasyatis centroura (roughtail stingray)
1088,DASYATIS CENTROURA,ROUGHTAIL STINGRAY,4,202304.0,202304.0,03410,5.0,99.0,10.0,202304034100050099,1.0,1.0,1.0,111.0,1.0,"RANDOM, within 1nm radius",1.0,GOOD PERFORMANCE,1.0,No damage/malfunction,1.0,No Data Acq. Errors,1111.0,635.0,HB,4.0,10.0,09/21/2023 00:21:27,09/21/2023 00:41:27,09/21/2023 05:21:27,09/21/2023 05:41:27,2023.0,9.0,21.0,2460209.0,00:21:27,2023.0,9.0,21.0,2460209.0,05:21:27,20.0,23.0,25.0,23.0,25.0,24.0,,,3559.91,7523.03,3600.89,7523.18,35.9985,-75.383833,36.014833,-75.386333, , , , ,,,348.3,352.0,,1.038,,, , , ,,,,114.0,4.4,,,,,,,,,, ,24.33,30.741,24.31,32.018,,,3.1,,,,1.0,82.0,Dasyatis centroura (roughtail stingray)
1089,DASYATIS CENTROURA,ROUGHTAIL STINGRAY,4,202304.0,202304.0,03290,2.0,112.0,10.0,202304032900020112,1.0,1.0,1.0,111.0,1.0,"RANDOM, within 1nm radius",1.0,GOOD PERFORMANCE,1.0,No damage/malfunction,1.0,No Data Acq. Errors,1111.0,621.0,HB,4.0,10.0,09/22/2023 06:53:04,09/22/2023 07:13:06,09/22/2023 11:53:04,09/22/2023 12:13:06,2023.0,9.0,22.0,2460210.0,06:53:04,2023.0,9.0,22.0,2460210.0,11:53:04,20.03,19.0,22.0,19.0,22.0,20.0,,,3825.01,7451.0,3825.61,7450.02,38.416833,-74.85,38.426833,-74.833667, , , , ,,,51.6,39.0,,1.113,,, , , ,,,,68.1,22.4,,,,,,,,,, ,22.91,31.056,22.93,31.07,,,3.3,,,,1.0,91.0,Dasyatis centroura (roughtail stingray)
1090,DASYATIS CENTROURA,ROUGHTAIL STINGRAY,4,202304.0,202304.0,01730,5.0,124.0,10.0,202304017300050124,1.0,1.0,1.0,111.0,1.0,"RANDOM, within 1nm radius",1.0,GOOD PERFORMANCE,1.0,No damage/malfunction,1.0,No Data Acq. Errors,1111.0,615.0,HB,4.0,10.0,09/25/2023 14:03:38,09/25/2023 14:23:41,09/25/2023 19:03:38,09/25/2023 19:23:41,2023.0,9.0,25.0,2460213.0,14:03:38,2023.0,9.0,25.0,2460213.0,19:03:38,20.06,37.0,36.0,35.0,38.0,37.0,,,3923.83,7346.6,3923.98,7348.02,39.397167,-73.776667,39.399667,-73.800333, , , , ,,,284.7,268.0,,1.168,,, , , ,,,,23.5,8.1,,,,,,,,,, ,19.89,32.564,19.4,32.659,,,3.5,,,,2.0,213.0,Dasyatis centroura (roughtail stingray)
1092,DASYATIS SAY,BLUNTNOSE STINGRAY,18,202304.0,202304.0,03440,1.0,80.0,10.0,202304034400010080,1.0,1.0,1.0,111.0,1.0,REPEAT,1.0,GOOD PERFORMANCE,1.0,No damage/malfunction,1.0,No Data Acq. Errors,1111.0,635.0,HB,4.0,10.0,09/19/2023 01:16:34,09/19/2023 01:36:34,09/19/2023 06:16:34,09/19/2023 06:36:34,2023.0,9.0,19.0,2460207.0,01:16:34,2023.0,9.0,19.0,2460207.0,06:16:34,20.0,23.0,23.0,23.0,24.0,23.0,,,3517.06,7519.4,3517.96,7519.83,35.284333,-75.323333,35.299333,-75.3305, , , , ,,,341.3,327.0,,1.067,,, , , ,,,,305.0,7.6,,,,,,,,,, ,,,,,,,3.2,,,,2.0,0.835,Dasyatis say (bluntnose stingray)
1093,DASYATIS SAY,BLUNTNOSE STINGRAY,18,202304.0,202304.0,03350,2.0,105.0,10.0,202304033500020105,1.0,1.0,1.0,111.0,1.0,"RANDOM, within 1nm radius",1.0,GOOD PERFORMANCE,1.0,No damage/malfunction,1.0,No Data Acq. Errors,1111.0,625.0,HB,4.0,10.0,09/21/2023 16:57:35,09/21/2023 17:17:35,09/21/2023 21:57:35,09/21/2023 22:17:35,2023.0,9.0,21.0,2460209.0,16:57:35,2023.0,9.0,21.0,2460209.0,21:57:35,20.0,25.0,25.0,22.0,26.0,25.0,,,3726.77,7524.42,3727.5,7523.59,37.446167,-75.407,37.458333,-75.393167, , , , ,,,45.8,46.0,,1.134,,, , , ,,,,59.5,13.6,,,,,,,,,, ,24.24,31.91,24.17,31.899,,,3.4,,,,1.0,0.377,Dasyatis say (bluntnose stingray)
1094,DASYATIS SAY,BLUNTNOSE STINGRAY,18,202304.0,202304.0,03320,2.0,109.0,10.0,202304033200020109,1.0,1.0,1.0,111.0,1.0,"RANDOM, within 1nm radius",1.0,GOOD PERFORMANCE,1.0,No damage/malfunction,1.0,No Data Acq. Errors,1111.0,625.0,HB,4.0,10.0,09/22/2023 00:06:18,09/22/2023 00:26:20,09/22/2023 05:06:18,09/22/2023 05:26:20,2023.0,9.0,22.0,2460210.0,00:06:18,2023.0,9.0,22.0,2460210.0,05:06:18,20.05,23.0,25.0,22.0,25.0,23.0,,,3754.94,7504.75,3755.65,7503.89,37.915667,-75.079167,37.9275,-75.064833, , , , ,,,51.2,45.0,,1.111,,, , , ,,,,60.5,16.8,,,,,,,,,, ,23.32,31.466,23.33,31.466,,,3.3,,,,1.0,0.356,Dasyatis say (bluntnose stingray)
1095,DASYATIS SAY,BLUNTNOSE STINGRAY,18,202304.0,202304.0,03290,1.0,111.0,10.0,202304032900010111,1.0,3.0,6.0,136.0,1.0,"RANDOM, within 1nm radius",2.0,"WSmean outside opt, within tol",2.0,Obstruction in/on gear not significant,1.0,No Data Acq. Errors,1221.0,621.0,HB,4.0,10.0,09/22/2023 03:51:05,09/22/2023 04:11:05,09/22/2023 08:51:05,09/22/2023 09:11:05,2023.0,9.0,22.0,2460210.0,03:51:05,2023.0,9.0,22.0,2460210.0,08:51:05,20.0,23.0,22.0,22.0,23.0,23.0,,,3813.65,7457.05,3814.38,7456.23,38.2275,-74.950833,38.239667,-74.937167, , , , ,,,36.3,40.0,,1.084,,, , , ,,,,66.3,11.8,,,,,,,,,, ,23.07,30.957,23.1,31.094,,,3.3,,,,103.0,975.986,Dasyatis say (bluntnose stingray)
1096,DASYATIS SAY,BLUNTNOSE STINGRAY,18,202304.0,202304.0,03260,2.0,113.0,10.0,202304032600020113,1.0,1.0,1.0,111.0,1.0,"RANDOM, within 1nm radius",1.0,GOOD PERFORMANCE,1.0,No damage/malfunction,1.0,No Data Acq. Errors,1111.0,621.0,HB,4.0,10.0,09/24/2023 12:41:42,09/24/2023 13:01:43,09/24/2023 17:41:42,09/24/2023 18:01:43,2023.0,9.0,24.0,2460212.0,12:41:42,2023.0,9.0,24.0,2460212.0,17:41:42,20.02,23.0,22.0,21.0,23.0,22.0,,,3833.58,7452.73,3832.64,7452.38,38.559667,-74.878833,38.544,-74.873, , , , ,,,159.6,143.0,,1.08,,, , , ,,,,195.8,19.3,,,,,,,,,, ,22.1,31.021,22.1,31.021,,,3.2,,,,2.0,12.213,Dasyatis say (bluntnose stingray)
1097,DASYATIS SAY,BLUNTNOSE STINGRAY,18,202304.0,202304.0,03260,3.0,115.0,10.0,202304032600030115,1.0,1.0,1.0,111.0,1.0,"RANDOM, within 1nm radius",2.0,"WSmean outside opt, within tol",1.0,No damage/malfunction,1.0,No Data Acq. Errors,1211.0,621.0,HB,4.0,10.0,09/24/2023 17:05:26,09/24/2023 17:25:25,09/24/2023 22:05:26,09/24/2023 22:25:25,2023.0,9.0,24.0,2460212.0,17:05:26,2023.0,9.0,24.0,2460212.0,22:05:26,19.98,18.0,18.0,17.0,19.0,18.0,,,3846.7,7448.47,3845.89,7449.18,38.778333,-74.807833,38.764833,-74.819667, , , , ,,,222.7,216.0,,1.124,,, , , ,,,,193.1,11.6,,,,,,,,,, ,21.57,30.783,21.57,30.783,,,3.4,,,,3.0,35.55,Dasyatis say (bluntnose stingray)
1098,DASYATIS SAY,BLUNTNOSE STINGRAY,18,202304.0,202304.0,03230,1.0,116.0,10.0,202304032300010116,1.0,1.0,1.0,111.0,1.0,"RANDOM, within 1nm radius",1.0,GOOD PERFORMANCE,1.0,No damage/malfunction,1.0,No Data Acq. Errors,1111.0,614.0,HB,4.0,10.0,09/24/2023 21:05:46,09/24/2023 21:25:48,09/25/2023 02:05:46,09/25/2023 02:25:48,2023.0,9.0,24.0,2460212.0,21:05:46,2023.0,9.0,25.0,2460213.0,02:05:46,20.03,28.0,30.0,27.0,30.0,28.0,,,3905.19,7421.19,3904.46,7422.06,39.0865,-74.353167,39.074333,-74.367667, , , , ,,,213.1,203.0,,1.136,,, , , ,,,,240.5,13.4,,,,,,,,,, ,20.3,31.774,20.01,31.893,,,3.4,,,,1.0,4.288,Dasyatis say (bluntnose stingray)
1101,DECAPTERUS PUNCTATUS,ROUND SCAD,211,202304.0,202304.0,03380,2.0,52.0,10.0,202304033800020052,1.0,1.0,1.0,111.0,1.0,"RANDOM, within 1nm radius",1.0,GOOD PERFORMANCE,1.0,No damage/malfunction,1.0,No Data Acq. Errors,1111.0,631.0,HB,4.0,10.0,09/14/2023 07:57:51,09/14/2023 08:17:52,09/14/2023 12:57:51,09/14/2023 13:17:52,2023.0,9.0,14.0,2460202.0,07:57:51,2023.0,9.0,14.0,2460202.0,12:57:51,20.03,21.0,22.0,21.0,24.0,22.0,,,3646.81,7539.67,3647.68,7539.14,36.780167,-75.661167,36.794667,-75.652333, , , , ,,,33.0,21.0,,1.097,,, , , ,,,,20.2,14.3,,,,,,,,,, ,25.6,31.025,22.75,31.783,,,3.3,,Stream net 1250 gmt; Net on deck 1328,,169.0,2.264,Decapterus punctatus (round scad)
1102,DECAPTERUS PUNCTATUS,ROUND SCAD,211,202304.0,202304.0,01650,5.0,54.0,10.0,202304016500050054,1.0,1.0,1.0,111.0,1.0,"RANDOM, within 1nm radius",1.0,GOOD PERFORMANCE,1.0,No damage/malfunction,1.0,No Data Acq. Errors,1111.0,625.0,HB,4.0,10.0,09/16/2023 17:24:19,09/16/2023 17:44:30,09/16/2023 22:24:19,09/16/2023 22:44:30,2023.0,9.0,16.0,2460204.0,17:24:19,2023.0,9.0,16.0,2460204.0,22:24:19,20.18,31.0,32.0,31.0,35.0,33.0,,,3704.84,7518.3,3705.35,7517.25,37.080667,-75.305,37.089167,-75.2875, , , , ,,,52.7,61.0,,1.124,,, , , ,,,,255.9,10.2,,,,,,,,,, ,24.18,31.628,20.21,32.103,,,3.3,,,,11.0,0.157,Decapterus punctatus (round scad)
1103,DECAPTERUS PUNCTATUS,ROUND SCAD,211,202304.0,202304.0,01650,1.0,55.0,10.0,202304016500010055,1.0,1.0,1.0,111.0,1.0,"RANDOM, within 1nm radius",1.0,GOOD PERFORMANCE,1.0,No damage/malfunction,1.0,No Data Acq. Errors,1111.0,625.0,HB,4.0,10.0,09/16/2023 18:55:20,09/16/2023 19:15:26,09/16/2023 23:55:20,09/17/2023 00:15:26,2023.0,9.0,16.0,2460204.0,18:55:20,2023.0,9.0,16.0,2460204.0,23:55:20,20.1,34.0,34.0,33.0,34.0,34.0,,,3704.91,7513.5,3705.17,7512.31,37.081833,-75.225,37.086167,-75.205167, , , , ,,,75.1,76.0,,1.069,,, , , ,,,,270.9,6.7,,,,,,,,,, ,24.35,32.018,20.69,32.108,,,3.2,,,,1.0,0.027,Decapterus punctatus (round scad)
1104,DECAPTERUS PUNCTATUS,ROUND SCAD,211,202304.0,202304.0,01610,2.0,66.0,10.0,202304016100020066,1.0,1.0,1.0,111.0,1.0,"RANDOM, within 1nm radius",1.0,GOOD PERFORMANCE,1.0,No damage/malfunction,1.0,No Data Acq. Errors,1111.0,631.0,HB,4.0,10.0,09/17/2023 21:29:25,09/17/2023 21:49:35,09/18/2023 02:29:25,09/18/2023 02:49:35,2023.0,9.0,17.0,2460205.0,21:29:25,2023.0,9.0,18.0,2460206.0,02:29:25,20.17,33.0,31.0,31.0,33.0,32.0,,,3622.21,7514.2,3621.33,7513.61,36.370167,-75.236667,36.3555,-75.226833, , , , ,,,161.0,161.0,,1.162,,, , , ,,,,154.8,15.4,,,,,,,,,, ,24.7,31.923,20.63,32.276,,,3.5,,,,6.0,0.039,Decapterus punctatus (round scad)
1105,DECAPTERUS PUNCTATUS,ROUND SCAD,211,202304.0,202304.0,07520,3.0,83.0,10.0,202304075200030083,1.0,1.0,1.0,111.0,1.0,ALTERNATE,1.0,GOOD PERFORMANCE,1.0,No damage/malfunction,1.0,No Data Acq. Errors,1111.0,702.0,HB,4.0,10.0,09/19/2023 08:32:47,09/19/2023 08:52:46,09/19/2023 13:32:47,09/19/2023 13:52:46,2023.0,9.0,19.0,2460207.0,08:32:47,2023.0,9.0,19.0,2460207.0,13:32:47,20.0,28.0,25.0,25.0,28.0,26.0,,,3456.63,7546.8,3456.53,7545.6,34.943833,-75.78,34.942167,-75.76, , , , ,,,95.3,94.0,,1.032,,, , , ,,,,324.9,11.7,,,,,,,,,, ,26.6,35.805,26.6,35.805,,,3.1,,,,33.0,0.275,Decapterus punctatus (round scad)
1106,DECAPTERUS PUNCTATUS,ROUND SCAD,211,202304.0,202304.0,08500,1.0,84.0,10.0,202304085000010084,1.0,1.0,1.0,111.0,1.0,"RANDOM, within 1nm radius",1.0,GOOD PERFORMANCE,1.0,No damage/malfunction,1.0,No Data Acq. Errors,1111.0,702.0,HB,4.0,10.0,09/19/2023 10:12:48,09/19/2023 10:32:58,09/19/2023 15:12:48,09/19/2023 15:32:58,2023.0,9.0,19.0,2460207.0,10:12:48,2023.0,9.0,19.0,2460207.0,15:12:48,20.17,32.0,33.0,32.0,33.0,33.0,,,3448.31,7548.49,3447.37,7548.84,34.805167,-75.808167,34.7895,-75.814, , , , ,,,188.5,182.0,,1.09,,, , , ,,,,341.0,4.0,,,,,,,,,, ,27.15,35.959,27.12,35.956,,,3.2,,,,219.0,1.16,Decapterus punctatus (round scad)
1107,DECAPTERUS PUNCTATUS,ROUND SCAD,211,202304.0,202304.0,08500,3.0,85.0,10.0,202304085000030085,1.0,1.0,1.0,111.0,1.0,"RANDOM, within 1nm radius",1.0,GOOD PERFORMANCE,1.0,No damage/malfunction,1.0,No Data Acq. Errors,1111.0,702.0,HB,4.0,10.0,09/19/2023 11:44:45,09/19/2023 12:04:49,09/19/2023 16:44:45,09/19/2023 17:04:49,2023.0,9.0,19.0,2460207.0,11:44:45,2023.0,9.0,19.0,2460207.0,16:44:45,20.07,46.0,47.0,46.0,47.0,46.0,,,3442.46,7544.41,3441.69,7545.16,34.707667,-75.740167,34.694833,-75.752667, , , , ,,,221.5,224.0,,1.115,,, , , ,,,,358.6,6.8,,,,,,,,,, ,28.08,35.964,27.31,36.072,,,3.3,,,,9.0,0.07,Decapterus punctatus (round scad)
1108,DECAPTERUS PUNCTATUS,ROUND SCAD,211,202304.0,202304.0,08510,2.0,86.0,10.0,202304085100020086,1.0,1.0,1.0,111.0,1.0,"RANDOM, within 1nm radius",1.0,GOOD PERFORMANCE,1.0,No damage/malfunction,1.0,No Data Acq. Errors,1111.0,702.0,HB,4.0,10.0,09/19/2023 13:28:23,09/19/2023 13:48:24,09/19/2023 18:28:23,09/19/2023 18:48:24,2023.0,9.0,19.0,2460207.0,13:28:23,2023.0,9.0,19.0,2460207.0,18:28:23,20.02,64.0,64.0,62.0,64.0,63.0,,,3434.71,7547.56,3433.97,7548.39,34.5785,-75.792667,34.566167,-75.8065, , , , ,,,216.2,217.0,,1.186,,, , , ,,,,24.7,2.3,,,,,,,,,, ,29.11,35.707,26.02,36.244,,,3.6,,,,4021.0,33.872,Decapterus punctatus (round scad)
1109,DECAPTERUS PUNCTATUS,ROUND SCAD,211,202304.0,202304.0,03410,1.0,98.0,10.0,202304034100010098,1.0,1.0,1.0,111.0,1.0,"RANDOM, within 1nm radius",1.0,GOOD PERFORMANCE,1.0,No damage/malfunction,1.0,No Data Acq. Errors,1111.0,635.0,HB,4.0,10.0,09/20/2023 22:37:48,09/20/2023 22:57:50,09/21/2023 03:37:48,09/21/2023 03:57:50,2023.0,9.0,20.0,2460208.0,22:37:48,2023.0,9.0,21.0,2460209.0,03:37:48,20.02,26.0,26.0,24.0,26.0,26.0,,,3552.75,7525.65,3553.62,7526.18,35.879167,-75.4275,35.893667,-75.436333, , , , ,,,328.0,323.0,,1.064,,, , , ,,,,127.4,4.1,,,,,,,,,, ,24.53,31.302,24.4,32.191,,,3.2,,,,1.0,0.019,Decapterus punctatus (round scad)
